number,name,height,weight,type_1,type_2,hp,attack,defense,special-attack,special-defense,speed,generation,image_url
714,noibat,0.5,8.0,flying,dragon,40,30,35,45,40,55,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
715,noivern,1.5,85.0,flying,dragon,85,70,80,97,80,123,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
716,xerneas,3.0,215.0,fairy,none,126,131,95,131,98,99,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
717,yveltal,5.8,203.0,dark,flying,126,131,95,131,98,99,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
718,zygarde,5.0,305.0,dragon,ground,108,100,121,81,95,95,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
719,diancie,0.7,8.8,rock,fairy,50,100,150,100,150,50,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
720,hoopa,0.5,9.0,psychic,ghost,80,110,60,150,130,70,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
721,volcanion,1.7,195.0,fire,water,80,110,120,130,90,70,generation-vi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
722,rowlet,0.3,1.5,grass,flying,68,55,55,50,50,42,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
723,dartrix,0.7,16.0,grass,flying,78,75,75,70,70,52,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
724,decidueye,1.6,36.6,grass,ghost,78,107,75,100,100,70,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
725,litten,0.4,4.3,fire,none,45,65,40,60,40,70,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
726,torracat,0.7,25.0,fire,none,65,85,50,80,50,90,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
727,incineroar,1.8,83.0,fire,dark,95,115,90,80,90,60,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
728,popplio,0.4,7.5,water,none,50,54,54,66,56,40,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
729,brionne,0.6,17.5,water,none,60,69,69,91,81,50,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
730,primarina,1.8,44.0,water,fairy,80,74,74,126,116,60,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
731,pikipek,0.3,1.2,normal,flying,35,75,30,30,30,65,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
732,trumbeak,0.6,14.8,normal,flying,55,85,50,40,50,75,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
733,toucannon,1.1,26.0,normal,flying,80,120,75,75,75,60,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
734,yungoos,0.4,6.0,normal,none,48,70,30,30,30,45,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
735,gumshoos,0.7,14.2,normal,none,88,110,60,55,60,45,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
736,grubbin,0.4,4.4,bug,none,47,62,45,55,45,46,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
737,charjabug,0.5,10.5,bug,electric,57,82,95,55,75,36,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
738,vikavolt,1.5,45.0,bug,electric,77,70,90,145,75,43,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
739,crabrawler,0.6,7.0,fighting,none,47,82,57,42,47,63,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
740,crabominable,1.7,180.0,fighting,ice,97,132,77,62,67,43,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
741,oricorio-baile,0.6,3.4,fire,flying,75,70,70,98,70,93,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
742,cutiefly,0.1,0.2,bug,fairy,40,45,40,55,40,84,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
743,ribombee,0.2,0.5,bug,fairy,60,55,60,95,70,124,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
744,rockruff,0.5,9.2,rock,none,45,65,40,30,40,60,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
745,lycanroc-midday,0.8,25.0,rock,none,75,115,65,55,65,112,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
746,wishiwashi-solo,0.2,0.3,water,none,45,20,20,25,25,40,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
747,mareanie,0.4,8.0,poison,water,50,53,62,43,52,45,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
748,toxapex,0.7,14.5,poison,water,50,63,152,53,142,35,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
749,mudbray,1.0,110.0,ground,none,70,100,70,45,55,45,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
750,mudsdale,2.5,920.0,ground,none,100,125,100,55,85,35,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
751,dewpider,0.3,4.0,water,bug,38,40,52,40,72,27,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
752,araquanid,1.8,82.0,water,bug,68,70,92,50,132,42,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
753,fomantis,0.3,1.5,grass,none,40,55,35,50,35,35,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
754,lurantis,0.9,18.5,grass,none,70,105,90,80,90,45,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
755,morelull,0.2,1.5,grass,fairy,40,35,55,65,75,15,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
756,shiinotic,1.0,11.5,grass,fairy,60,45,80,90,100,30,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
757,salandit,0.6,4.8,poison,fire,48,44,40,71,40,77,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
758,salazzle,1.2,22.2,poison,fire,68,64,60,111,60,117,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
759,stufful,0.5,6.8,normal,fighting,70,75,50,45,50,50,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
760,bewear,2.1,135.0,normal,fighting,120,125,80,55,60,60,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
761,bounsweet,0.3,3.2,grass,none,42,30,38,30,38,32,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
762,steenee,0.7,8.2,grass,none,52,40,48,40,48,62,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
763,tsareena,1.2,21.4,grass,none,72,120,98,50,98,72,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
764,comfey,0.1,0.3,fairy,none,51,52,90,82,110,100,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
765,oranguru,1.5,76.0,normal,psychic,90,60,80,90,110,60,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
766,passimian,2.0,82.8,fighting,none,100,120,90,40,60,80,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
767,wimpod,0.5,12.0,bug,water,25,35,40,20,30,80,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
768,golisopod,2.0,108.0,bug,water,75,125,140,60,90,40,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
769,sandygast,0.5,70.0,ghost,ground,55,55,80,70,45,15,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
770,palossand,1.3,250.0,ghost,ground,85,75,110,100,75,35,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
771,pyukumuku,0.3,1.2,water,none,55,60,130,30,130,5,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
772,type-null,1.9,120.5,normal,none,95,95,95,95,95,59,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
773,silvally,2.3,100.5,normal,none,95,95,95,95,95,95,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
774,minior-red-meteor,0.3,40.0,rock,flying,60,60,100,60,100,60,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
775,komala,0.4,19.9,normal,none,65,115,65,75,95,65,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
776,turtonator,2.0,212.0,fire,dragon,60,78,135,91,85,36,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
777,togedemaru,0.3,3.3,electric,steel,65,98,63,40,73,96,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
778,mimikyu-disguised,0.2,0.7,ghost,fairy,55,90,80,50,105,96,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
779,bruxish,0.9,19.0,water,psychic,68,105,70,70,70,92,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
780,drampa,3.0,185.0,normal,dragon,78,60,85,135,91,36,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
781,dhelmise,3.9,210.0,ghost,grass,70,131,100,86,90,40,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
782,jangmo-o,0.6,29.7,dragon,none,45,55,65,45,45,45,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
783,hakamo-o,1.2,47.0,dragon,fighting,55,75,90,65,70,65,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
784,kommo-o,1.6,78.2,dragon,fighting,75,110,125,100,105,85,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
785,tapu-koko,1.8,20.5,electric,fairy,70,115,85,95,75,130,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
786,tapu-lele,1.2,18.6,psychic,fairy,70,85,75,130,115,95,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
787,tapu-bulu,1.9,45.5,grass,fairy,70,130,115,85,95,75,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
788,tapu-fini,1.3,21.2,water,fairy,70,75,115,95,130,85,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
789,cosmog,0.2,0.1,psychic,none,43,29,31,29,31,37,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
790,cosmoem,0.1,999.9,psychic,none,43,29,131,29,131,37,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
791,solgaleo,3.4,230.0,psychic,steel,137,137,107,113,89,97,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
792,lunala,4.0,120.0,psychic,ghost,137,113,89,137,107,97,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
793,nihilego,1.2,55.5,rock,poison,109,53,47,127,131,103,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
794,buzzwole,2.4,333.6,bug,fighting,107,139,139,53,53,79,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
795,pheromosa,1.8,25.0,bug,fighting,71,137,37,137,37,151,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
796,xurkitree,3.8,100.0,electric,none,83,89,71,173,71,83,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
797,celesteela,9.2,999.9,steel,flying,97,101,103,107,101,61,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
798,kartana,0.3,0.1,grass,steel,59,181,131,59,31,109,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
799,guzzlord,5.5,888.0,dark,dragon,223,101,53,97,53,43,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
800,necrozma,2.4,230.0,psychic,none,97,107,101,127,89,79,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
801,magearna,1.0,80.5,steel,fairy,80,95,115,130,115,65,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
802,marshadow,0.7,22.2,fighting,ghost,90,125,80,90,90,125,generation-vii,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
